"SSN","Site","Cluster","Plot","Depth","Longitude","Latitude","SSN.XRPD","Quartz","Kaolinite","Goethite","K-feldspar","Plagioclase","Smectite (ML)","Organic matter","Halloysite","Mica (Tri)","Gibbsite","Ferrihydrite","Illite","Opal","Glass","Pyroxene","Ilmenite","Amphibole","Hematite","Maghemite","Vermiculite","Dickite","Muscovite","Mica (Di)","Magnetite","Calcite","Magnesite","Rutile","Smectite (Di)","Anatase","Olivine","Anhydrite","Apatite","Ankerite","Glauconite","Corundum","Palygorskite","Humic","Bassanite","Dolomite","Gypsum","Cristobalite","Siderite","Background"
"icr054190","Namasuba",2,5,"Topsoil",32.27025223,0.51411301,"icr054183",58.9801,8.5714,5.3657,1.6441,0,1.4118,4.5403,0,2.0774,0,1.6041,2.1112,2.0312,0,0,0,1.036,1.869,0,0,0,8.5198,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr054191","Namasuba",2,5,"Subsoil",32.27025223,0.51411301,"icr054184",51.3138,11.0746,7.5202,1.0441,0,0.8131,1.8137,0,6.4589,0,1.4678,4.5767,2.3173,0,0,0,0,1.9651,0,0,0,9.384,0,0,0,0,0,0,0.2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr054201","Namasuba",3,1,"Topsoil",32.26804352,0.53347302,"icr054201",69.9563,6.6377,3.7942,1.4372,0,2.0792,3.3428,0,0,0,0,1.3521,0,7.5772,0,0,0,0,0,0,0,3.687,0,0,0,0,0,0,0.1364,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr054202","Namasuba",3,1,"Subsoil",32.26804352,0.53347302,"icr054202",85.0767,3.5345,0,1.7376,0,0,4.2417,0,3.2735,0,2.1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr054234","Namasuba",4,9,"Topsoil",32.26136017,0.55520201,"icr054220",63.1996,5.3906,4.7034,1.0918,0,2.3676,8.0201,0,0,0,0.8882,0,0,7.6191,0,0,0,0,0,0,0,5.1009,1.6187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054235","Namasuba",4,9,"Subsoil",32.26136017,0.55520201,"icr054221",72.3658,5.2473,4.4785,0.9561,0,2.6583,7.9973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr054256","Namasuba",5,10,"Topsoil",32.28332138,0.49879301,"icr054238",60.2335,7.2428,6.7489,1.1072,0.6391,1.3876,5.9575,0,0,0,0,4.2229,0,0,0,0,1.1411,2.4445,0,0,0,7.6047,1.2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr054257","Namasuba",5,10,"Subsoil",32.28332138,0.49879301,"icr054239",46.8577,12.9296,7.8296,1.5384,0.7146,1.7029,4.3529,0,5.3845,0,0,2.4684,1.9222,0,0,0,1.0006,2.1153,0,0,0,9.6144,0,0,0,0.7089,0,0,0.238,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0.001
"icr054269","Namasuba",6,7,"Topsoil",32.28722,0.50801003,"icr054258",64.9187,6.2621,4.5797,1.5854,0.8201,0,6.555,0,3.4214,0,0,2.5025,0,0,1.1718,0,0.9181,2.0542,0,0,0,3.4173,1.612,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr054270","Namasuba",6,7,"Subsoil",32.28722,0.50801003,"icr054259",49.7407,11.1066,7.078,1.3692,0.5906,1.4024,3.3887,0,4.0539,0,1.2768,6.1822,2.2854,0,0,0,0.9148,1.839,0,0,0,8.5346,0,0,0,0,0,0,0.2361,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr054285","Namasuba",7,8,"Topsoil",32.28696823,0.54031301,"icr054277",74.4009,4.165,4.2479,1.7151,0,2.0438,1.9158,0,1.1605,0,0,1.0651,0,6.3292,0,0,0,0,0,0,0,2.9571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5e-04
"icr054286","Namasuba",7,8,"Subsoil",32.28696823,0.54031301,"icr054278",77.2143,3.7905,4.8877,1.8232,0,1.9979,1.4952,0,1.2312,0,0,0,0,3.884,0,0,0,0,0,0,0,3.5543,0,0,0,0,0,0,0.1223,0,0,0,0,0,0,0,0,0,0,0,0,0,-5e-04
"icr054287","Namasuba",7,9,"Topsoil",32.29005432,0.53937298,"icr054277",74.4009,4.165,4.2479,1.7151,0,2.0438,1.9158,0,1.1605,0,0,1.0651,0,6.3292,0,0,0,0,0,0,0,2.9571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5e-04
"icr054288","Namasuba",7,9,"Subsoil",32.29005432,0.53937298,"icr054278",77.2143,3.7905,4.8877,1.8232,0,1.9979,1.4952,0,1.2312,0,0,0,0,3.884,0,0,0,0,0,0,0,3.5543,0,0,0,0,0,0,0.1223,0,0,0,0,0,0,0,0,0,0,0,0,0,-5e-04
"icr054301","Namasuba",8,5,"Topsoil",32.29267502,0.565265,"icr054293",24.1241,18.927,0,2.8169,0,5.0076,15.9555,0,0,0,0,0,4.7201,28.2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054302","Namasuba",8,5,"Subsoil",32.29267502,0.565265,"icr054294",46.4945,14.8256,0,3.9179,0,1.9011,10.9885,0,0,0,0,0,3.5485,18.3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054307","Namasuba",8,8,"Topsoil",32.28472519,0.56025702,"icr054293",24.1241,18.927,0,2.8169,0,5.0076,15.9555,0,0,0,0,0,4.7201,28.2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054308","Namasuba",8,8,"Subsoil",32.28472519,0.56025702,"icr054294",46.4945,14.8256,0,3.9179,0,1.9011,10.9885,0,0,0,0,0,3.5485,18.3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054309","Namasuba",8,9,"Topsoil",32.28888702,0.55812198,"icr054293",24.1241,18.927,0,2.8169,0,5.0076,15.9555,0,0,0,0,0,4.7201,28.2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054310","Namasuba",8,9,"Subsoil",32.28888702,0.55812198,"icr054294",46.4945,14.8256,0,3.9179,0,1.9011,10.9885,0,0,0,0,0,3.5485,18.3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054315","Namasuba",9,2,"Topsoil",32.30392838,0.49693999,"icr054313",46.9198,14.1174,0,3.6576,0,2.1976,9.3301,0,0,0,0,0,4.4513,19.1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054316","Namasuba",9,2,"Subsoil",32.30392838,0.49693999,"icr054314",59.2673,8.3513,6.1187,2.079,0.503,1.7553,5.3663,0,1.3826,0,0,4.4539,2.1643,0,0,0,0,1.3871,0,0,0,5.5048,1.3872,0,0,0,0,0,0.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr054322","Namasuba",9,7,"Topsoil",32.3050766,0.49724999,"icr054313",46.9198,14.1174,0,3.6576,0,2.1976,9.3301,0,0,0,0,0,4.4513,19.1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr054323","Namasuba",9,7,"Subsoil",32.3050766,0.49724999,"icr054314",59.2673,8.3513,6.1187,2.079,0.503,1.7553,5.3663,0,1.3826,0,0,4.4539,2.1643,0,0,0,0,1.3871,0,0,0,5.5048,1.3872,0,0,0,0,0,0.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr054363","Namasuba",12,3,"Topsoil",32.30693817,0.55994499,"icr054360",59.927,13.5713,3.7919,2.0719,0,2.0182,5.9902,0,3.3564,0,1.4083,0,0,7.8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr054364","Namasuba",12,3,"Subsoil",32.30693817,0.55994499,"icr054361",73.581,9.0044,2.4169,2.0197,0,1.438,4.2593,0,1.8239,0,0,0,0,5.4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3e-04
"icr054372","Namasuba",12,10,"Topsoil",32.30748367,0.55493498,"icr054360",59.927,13.5713,3.7919,2.0719,0,2.0182,5.9902,0,3.3564,0,1.4083,0,0,7.8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr054373","Namasuba",12,10,"Subsoil",32.30748367,0.55493498,"icr054361",73.581,9.0044,2.4169,2.0197,0,1.438,4.2593,0,1.8239,0,0,0,0,5.4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3e-04
"icr054387","Namasuba",14,1,"Topsoil",32.33942032,0.51074201,"icr054387",60.6853,19.6312,4.5059,1.6504,0,0,4.451,0,2.8679,0,3.2946,0,2.1481,0,0,0,0,0.5396,0,0,0,0,0,0,0,0,0,0,0.2255,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr054388","Namasuba",14,1,"Subsoil",32.33942032,0.51074201,"icr054388",36.5899,35.8083,8.1827,1.3445,0,0,2.1711,0,5.423,0,4.0291,0,3.4808,0,0,0,0,0.8884,0,0,1.7794,0,0,0,0,0,0,0,0.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr054395","Namasuba",14,5,"Topsoil",32.33616638,0.50930202,"icr054387",60.6853,19.6312,4.5059,1.6504,0,0,4.451,0,2.8679,0,3.2946,0,2.1481,0,0,0,0,0.5396,0,0,0,0,0,0,0,0,0,0,0.2255,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr054396","Namasuba",14,5,"Subsoil",32.33616638,0.50930202,"icr054388",36.5899,35.8083,8.1827,1.3445,0,0,2.1711,0,5.423,0,4.0291,0,3.4808,0,0,0,0,0.8884,0,0,1.7794,0,0,0,0,0,0,0,0.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr054402","Namasuba",14,9,"Topsoil",32.33401489,0.51394999,"icr054387",60.6853,19.6312,4.5059,1.6504,0,0,4.451,0,2.8679,0,3.2946,0,2.1481,0,0,0,0,0.5396,0,0,0,0,0,0,0,0,0,0,0.2255,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr054403","Namasuba",14,9,"Subsoil",32.33401489,0.51394999,"icr054388",36.5899,35.8083,8.1827,1.3445,0,0,2.1711,0,5.423,0,4.0291,0,3.4808,0,0,0,0,0.8884,0,0,1.7794,0,0,0,0,0,0,0,0.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr054410","Namasuba",15,5,"Topsoil",32.33211136,0.52495998,"icr054410",57.1178,17.3971,4.0089,4.337,0,0,9.5185,0,3.8899,0,2.9497,0,0,0,0,0,0,0.5932,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr054411","Namasuba",15,5,"Subsoil",32.33211136,0.52495998,"icr054411",52.1549,20.7519,5.8855,4.2114,0.756,0,8.1746,0,4.6819,0,2.7145,0,0,0,0,0,0,0.5372,0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr054415","Namasuba",15,9,"Topsoil",32.33204269,0.52944702,"icr054410",57.1178,17.3971,4.0089,4.337,0,0,9.5185,0,3.8899,0,2.9497,0,0,0,0,0,0,0.5932,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr054416","Namasuba",15,9,"Subsoil",32.33204269,0.52944702,"icr054411",52.1549,20.7519,5.8855,4.2114,0.756,0,8.1746,0,4.6819,0,2.7145,0,0,0,0,0,0,0.5372,0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr054426","Namasuba",16,5,"Topsoil",32.33074188,0.56059003,"icr054418",55.6496,18.5786,6.1086,2.4069,0.8572,0,7.9936,0,2.2868,0,3.3925,1.6714,0,0,0,0,0,0.8272,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr054427","Namasuba",16,5,"Subsoil",32.33074188,0.56059003,"icr054419",54.1817,19.46,6.2358,2.2891,0.8159,0,5.3158,0,1.2418,0,3.4028,2.7719,2.9415,0,0,0,0,1.0619,0,0,0,0,0,0,0,0,0,0,0.2811,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr054433","Namasuba",16,9,"Topsoil",32.32992935,0.56426501,"icr054418",55.6496,18.5786,6.1086,2.4069,0.8572,0,7.9936,0,2.2868,0,3.3925,1.6714,0,0,0,0,0,0.8272,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr054434","Namasuba",16,9,"Subsoil",32.32992935,0.56426501,"icr054419",54.1817,19.46,6.2358,2.2891,0.8159,0,5.3158,0,1.2418,0,3.4028,2.7719,2.9415,0,0,0,0,1.0619,0,0,0,0,0,0,0,0,0,0,0.2811,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr054445","Hoima",1,6,"Topsoil",31.46744833,1.452473333,"icr054437",10.564,3.2829,26.5355,1.7913,2.8482,0,0,10.8812,1.2302,0.3539,0,6.5353,2.0316,0,2.9103,0,1.7572,9.949,6.9712,0,5.8088,0,0,0,0,2.6474,0,0,0.6927,1.5422,0,1.0455,0,0,0,0,0,0,0.611,0,0,0,0.0105
"icr054446","Hoima",1,6,"Subsoil",31.46744833,1.452473333,"icr054438",14.2619,4.5415,27.7707,1.185,2.401,0,0,12.9215,0,0,0,5.7877,0,0,3.1047,0,1.4236,10.1271,4.4394,0,5.3319,0,0,0,0,2.7451,0.3823,0,0.6067,1.0534,0,0.9455,0,0,0.5845,0,0,0,0.3763,0,0,0,0.0101
"icr054449","Hoima",1,8,"Topsoil",31.472245,1.457278333,"icr054437",10.564,3.2829,26.5355,1.7913,2.8482,0,0,10.8812,1.2302,0.3539,0,6.5353,2.0316,0,2.9103,0,1.7572,9.949,6.9712,0,5.8088,0,0,0,0,2.6474,0,0,0.6927,1.5422,0,1.0455,0,0,0,0,0,0,0.611,0,0,0,0.0105
"icr054450","Hoima",1,8,"Subsoil",31.472245,1.457278333,"icr054438",14.2619,4.5415,27.7707,1.185,2.401,0,0,12.9215,0,0,0,5.7877,0,0,3.1047,0,1.4236,10.1271,4.4394,0,5.3319,0,0,0,0,2.7451,0.3823,0,0.6067,1.0534,0,0.9455,0,0,0.5845,0,0,0,0.3763,0,0,0,0.0101
"icr054523","Hoima",6,7,"Topsoil",31.49498167,1.481888333,"icr054515",27.9936,25.3539,8.1381,0.8684,0.7566,2.5128,8.8545,3.5862,10.3836,0,3.897,0,2.548,0,0,0,0,1.0088,1.4262,0,0,0,0,0,0,0.6958,0.7499,0,0.7945,0,0.4311,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr054524","Hoima",6,7,"Subsoil",31.49498167,1.481888333,"icr054516",25.8162,8.4054,12.8871,1.2436,1.3942,3.6412,10.2177,8.7093,2.8314,0.5587,1.4478,4.0134,3.6376,0,0,0,1.5387,4.851,3.5866,0,1.7229,0,0,0,0,1.2154,0.3131,0,0.4689,0,0.4559,0.571,0,0,0,0,0,0,0.469,0,0,0,0.0039
"icr054556","Hoima",8,8,"Topsoil",31.48545833,1.52404,"icr054550",62.3899,9.631,4.3848,1.1681,0,2.4283,9.3911,0,2.8631,0,4.035,0,2.2006,0,0,0,0,0.695,0,0,0,0,0,0,0,0,0.4704,0,0.3422,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04
"icr054557","Hoima",8,8,"Subsoil",31.48545833,1.52404,"icr054551",47.9161,13.2482,10.1956,0,0,3.278,4.6816,2.0295,7.5284,0,2.7139,0,3.5614,0,0,0,0,1.0849,1.9051,0,0,0,0,0,0,0.6604,0.8385,0,0.3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr054574","Hoima",9,6,"Topsoil",31.51262,1.461373333,"icr054564",23.2399,13.0697,18.7447,0,0.8917,1.6235,6.8929,4.7904,0,0,1.4646,4.1475,4.3756,0,1.2448,0,1.507,5.5036,5.8096,0,2.9987,0,0,0,0,1.2087,0.4975,0,0.4608,0,0.5794,0.9444,0,0,0,0,0,0,0,0,0,0,0.005
"icr054575","Hoima",9,6,"Subsoil",31.51262,1.461373333,"icr054565",21.8528,12.1436,19.6154,1.2404,0.8712,1.3335,0,7.9542,5.6182,0,0,4.5693,4.4246,0,0,0,1.4593,6.3028,6.2187,0,2.2596,0,0,0,0,1.3809,0.3097,0,0.3963,0,0.3533,1.1155,0,0,0,0,0,0,0.5746,0,0,0,0.0062
"icr054643","Hoima",13,4,"Topsoil",31.533415,1.45752,"icr054641",56.3532,12.6887,6.3134,0,0.6171,2.002,7.8034,0,0,0,2.9764,3.7447,2.4722,0,0,0,0,1.1907,2.2174,0,0,0,0,0,0,0.5649,0.7219,0,0.3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
"icr054644","Hoima",13,4,"Subsoil",31.533415,1.45752,"icr054642",24.4535,6.4389,17.4449,0.7037,1.5102,1.165,9.3889,7.3834,0,0,0,4.6074,2.2769,0,1.2313,0,1.3678,3.325,11.1069,0,2.8243,0,0,0,0,1.7573,0.322,0,0.4887,0,0.5154,1.1609,0,0,0,0,0,0,0.5229,0,0,0,0.0046
"icr054709","Hoima",16,8,"Topsoil",31.53856333,1.52303,"icr054697",46.7803,13.8212,7.003,1.1014,0.7598,2.0854,10.5535,0,5.251,0,2.7947,2.847,2.2513,0,0,0,0,1.1134,1.9746,0,0,0,0,0,0,0.5412,0.7051,0,0.4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011
"icr054710","Hoima",16,8,"Subsoil",31.53856333,1.52303,"icr054698",56.0656,8.1594,7.4162,0,0.653,2.5487,6.2241,3.6018,0,0.3866,3.2715,2.7028,3.0681,0,0,0,0,0.955,1.6832,0,1.3712,0,0,0,0,0.6477,0.8143,0,0.4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011
"icr056500","Monga",16,1,"Topsoil",28.32967,-16.04378333,"icr056500",26.6546,1.0511,2.7641,9.8354,6.4698,0,0,0,18.7885,0,0,0,0,0,0,0.9794,1.073,0,0,0,0,0,11.1659,0,0,0.479,0,0,0,0,0,0,0.8371,2.1114,0,8.5182,9.2713,0,0,0,0,0,0.0013
"icr056501","Monga",16,1,"Subsoil",28.32967,-16.04378333,"icr056501",26.5291,2.2328,6.0525,4.3501,4.8036,0,0,0,29.2457,0,0,0,0,3.5351,0,0,1.1017,0,0,0,0,0,5.3022,0,0,0,0,0,0,0,0.4067,0,0.7655,3.9832,0,9.0847,2.6048,0,0,0,0,0,0.0022
"icr062136","Didy",1,2,"Topsoil",48.6886,-18.3426,"icr062134",39.7126,28.2169,14.2912,0,0,0,3.4545,0,2.3805,3.9523,2.4118,0,4.5736,0,0,0.8662,0,0,0,0,0,0,0,0,0,0,0,0,0.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062137","Didy",1,2,"Subsoil",48.6886,-18.3426,"icr062135",39.2426,27.7773,15.8046,0,0,0,2.7654,0,3.5201,3.7245,3.0532,0,3.9331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062141","Didy",1,5,"Topsoil",48.6894,-18.3452,"icr062134",39.7126,28.2169,14.2912,0,0,0,3.4545,0,2.3805,3.9523,2.4118,0,4.5736,0,0,0.8662,0,0,0,0,0,0,0,0,0,0,0,0,0.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062142","Didy",1,5,"Subsoil",48.6894,-18.3452,"icr062135",39.2426,27.7773,15.8046,0,0,0,2.7654,0,3.5201,3.7245,3.0532,0,3.9331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062147","Didy",1,8,"Topsoil",48.6914,-18.3482,"icr062134",39.7126,28.2169,14.2912,0,0,0,3.4545,0,2.3805,3.9523,2.4118,0,4.5736,0,0,0.8662,0,0,0,0,0,0,0,0,0,0,0,0,0.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062148","Didy",1,8,"Subsoil",48.6914,-18.3482,"icr062135",39.2426,27.7773,15.8046,0,0,0,2.7654,0,3.5201,3.7245,3.0532,0,3.9331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062151","Didy",1,10,"Topsoil",48.6911,-18.3417,"icr062134",39.7126,28.2169,14.2912,0,0,0,3.4545,0,2.3805,3.9523,2.4118,0,4.5736,0,0,0.8662,0,0,0,0,0,0,0,0,0,0,0,0,0.1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062152","Didy",1,10,"Subsoil",48.6911,-18.3417,"icr062135",39.2426,27.7773,15.8046,0,0,0,2.7654,0,3.5201,3.7245,3.0532,0,3.9331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr062157","Didy",2,2,"Topsoil",48.6871,-18.3113,"icr062155",38.542,39.1917,11.6876,0,0,0,1.7184,0,1.1075,1.2319,1.6257,0,3.2654,0,0,0,0.897,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062158","Didy",2,2,"Subsoil",48.6871,-18.3113,"icr062156",33.269,44.4052,13.2835,0,0,0,2.0294,0,0,1.2564,1.5739,0,2.2573,0,0,0,0.877,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062159","Didy",2,3,"Topsoil",48.6861,-18.3158,"icr062155",38.542,39.1917,11.6876,0,0,0,1.7184,0,1.1075,1.2319,1.6257,0,3.2654,0,0,0,0.897,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062160","Didy",2,3,"Subsoil",48.6861,-18.3158,"icr062156",33.269,44.4052,13.2835,0,0,0,2.0294,0,0,1.2564,1.5739,0,2.2573,0,0,0,0.877,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062165","Didy",2,6,"Topsoil",48.689,-18.3145,"icr062155",38.542,39.1917,11.6876,0,0,0,1.7184,0,1.1075,1.2319,1.6257,0,3.2654,0,0,0,0.897,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062166","Didy",2,6,"Subsoil",48.689,-18.3145,"icr062156",33.269,44.4052,13.2835,0,0,0,2.0294,0,0,1.2564,1.5739,0,2.2573,0,0,0,0.877,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062167","Didy",2,7,"Topsoil",48.6913,-18.3171,"icr062155",38.542,39.1917,11.6876,0,0,0,1.7184,0,1.1075,1.2319,1.6257,0,3.2654,0,0,0,0.897,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062168","Didy",2,7,"Subsoil",48.6913,-18.3171,"icr062156",33.269,44.4052,13.2835,0,0,0,2.0294,0,0,1.2564,1.5739,0,2.2573,0,0,0,0.877,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062169","Didy",2,8,"Topsoil",48.6868,-18.3108,"icr062155",38.542,39.1917,11.6876,0,0,0,1.7184,0,1.1075,1.2319,1.6257,0,3.2654,0,0,0,0.897,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062170","Didy",2,8,"Subsoil",48.6868,-18.3108,"icr062156",33.269,44.4052,13.2835,0,0,0,2.0294,0,0,1.2564,1.5739,0,2.2573,0,0,0,0.877,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr062179","Didy",3,3,"Topsoil",48.6889,-18.3041,"icr062175",22.4975,28.9608,27.7661,0,0,0,2.9351,0,1.6854,4.0565,2.5394,0,6.2735,0,0,2.8146,0,0,0,0,0,0,0,0,0,0,0,0,0.4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024
"icr062180","Didy",3,3,"Subsoil",48.6889,-18.3041,"icr062176",26.458,27.4357,26.8585,0,0,0,0,0,1.7915,4.1868,3.4681,0,5.939,0,0,2.5359,0,0,0,0,0,0,0,0,0,0.8899,0,0,0.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023
"icr062183","Didy",3,5,"Topsoil",48.6864,-18.301,"icr062175",22.4975,28.9608,27.7661,0,0,0,2.9351,0,1.6854,4.0565,2.5394,0,6.2735,0,0,2.8146,0,0,0,0,0,0,0,0,0,0,0,0,0.4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024
"icr062184","Didy",3,5,"Subsoil",48.6864,-18.301,"icr062176",26.458,27.4357,26.8585,0,0,0,0,0,1.7915,4.1868,3.4681,0,5.939,0,0,2.5359,0,0,0,0,0,0,0,0,0,0.8899,0,0,0.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023
"icr062187","Didy",3,7,"Topsoil",48.6897,-18.3016,"icr062175",22.4975,28.9608,27.7661,0,0,0,2.9351,0,1.6854,4.0565,2.5394,0,6.2735,0,0,2.8146,0,0,0,0,0,0,0,0,0,0,0,0,0.4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024
"icr062188","Didy",3,7,"Subsoil",48.6897,-18.3016,"icr062176",26.458,27.4357,26.8585,0,0,0,0,0,1.7915,4.1868,3.4681,0,5.939,0,0,2.5359,0,0,0,0,0,0,0,0,0,0.8899,0,0,0.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023
"icr062195","Didy",4,1,"Topsoil",48.6875,-18.2759,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr062196","Didy",4,1,"Subsoil",48.6875,-18.2759,"icr062196",51.5917,22.4999,12.9683,0,0,0,0,0,0.3935,5.9636,4.0008,0,2.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr062199","Didy",4,3,"Topsoil",48.6856,-18.2763,"icr062195",50.1739,20.367,10.8511,0,0,0,6.344,0,0.4709,5.2933,4.0465,0,2.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
